Aikaleima(dd-mm-YYYY HH:MM:SS);Opiskelija;Tehtävä
02-11-2020 18:24:51;Opiskelija_406;L08-T1
30-10-2020 15:38:57;Opiskelija_407;L08-T1
28-10-2020 19:20:57;Opiskelija_409;L08-T1
02-11-2020 22:57:47;Opiskelija_410;L08-T1
27-10-2020 08:59:42;Opiskelija_411;L08-T1
28-10-2020 17:22:47;Opiskelija_412;L08-T1
30-10-2020 13:02:29;Opiskelija_413;L08-T1
02-11-2020 15:23:12;Opiskelija_414;L08-T1
27-10-2020 16:16:33;Opiskelija_415;L08-T1
02-11-2020 23:15:50;Opiskelija_416;L08-T1
02-11-2020 21:42:14;Opiskelija_417;L08-T1
01-11-2020 23:05:44;Opiskelija_418;L08-T1
28-10-2020 10:29:43;Opiskelija_419;L08-T1
30-10-2020 12:15:20;Opiskelija_420;L08-T1
02-11-2020 12:48:05;Opiskelija_421;L08-T1
01-11-2020 17:24:22;Opiskelija_423;L08-T1
30-10-2020 15:32:25;Opiskelija_424;L08-T1
29-10-2020 16:03:06;Opiskelija_425;L08-T1
02-11-2020 10:54:27;Opiskelija_429;L08-T1
29-10-2020 09:07:54;Opiskelija_430;L08-T1
31-10-2020 00:56:47;Opiskelija_431;L08-T1
28-10-2020 16:13:24;Opiskelija_432;L08-T1
29-10-2020 10:08:30;Opiskelija_433;L08-T1
27-10-2020 16:24:34;Opiskelija_434;L08-T1
27-10-2020 12:28:23;Opiskelija_435;L08-T1
27-10-2020 14:00:19;Opiskelija_436;L08-T1
02-11-2020 15:41:59;Opiskelija_437;L08-T1
30-10-2020 01:38:36;Opiskelija_438;L08-T1
02-11-2020 18:23:41;Opiskelija_439;L08-T1
01-11-2020 16:48:01;Opiskelija_441;L08-T1
01-11-2020 19:02:23;Opiskelija_442;L08-T1
30-10-2020 11:49:55;Opiskelija_443;L08-T1
27-10-2020 15:58:25;Opiskelija_444;L08-T1
31-10-2020 17:47:58;Opiskelija_445;L08-T1
27-10-2020 13:29:58;Opiskelija_449;L08-T1
27-10-2020 14:01:31;Opiskelija_450;L08-T1
03-11-2020 01:31:33;Opiskelija_451;L08-T1
28-10-2020 20:22:14;Opiskelija_452;L08-T1
27-10-2020 16:50:31;Opiskelija_455;L08-T1
27-10-2020 11:28:42;Opiskelija_456;L08-T1
31-10-2020 15:22:05;Opiskelija_457;L08-T1
01-11-2020 15:12:37;Opiskelija_458;L08-T1
29-10-2020 08:53:43;Opiskelija_459;L08-T1
28-10-2020 11:05:04;Opiskelija_462;L08-T1
28-10-2020 16:01:53;Opiskelija_463;L08-T1
28-10-2020 00:07:19;Opiskelija_465;L08-T1
30-10-2020 12:29:23;Opiskelija_468;L08-T1
27-10-2020 15:33:08;Opiskelija_469;L08-T1
30-10-2020 13:26:16;Opiskelija_471;L08-T1
02-11-2020 22:56:09;Opiskelija_472;L08-T1
28-10-2020 15:29:42;Opiskelija_474;L08-T1
29-10-2020 23:46:59;Opiskelija_475;L08-T1
28-10-2020 23:00:15;Opiskelija_476;L08-T1
27-10-2020 15:52:10;Opiskelija_477;L08-T1
02-11-2020 18:55:42;Opiskelija_479;L08-T1
02-11-2020 19:00:43;Opiskelija_481;L08-T1
29-10-2020 16:42:21;Opiskelija_482;L08-T1
28-10-2020 15:51:06;Opiskelija_484;L08-T1
02-11-2020 21:49:35;Opiskelija_486;L08-T1
27-10-2020 16:30:54;Opiskelija_489;L08-T1
27-10-2020 23:07:41;Opiskelija_490;L08-T1
28-10-2020 18:26:11;Opiskelija_492;L08-T1
02-11-2020 15:44:43;Opiskelija_493;L08-T1
28-10-2020 21:10:43;Opiskelija_494;L08-T1
27-10-2020 15:57:03;Opiskelija_495;L08-T1
30-10-2020 15:11:30;Opiskelija_496;L08-T1
02-11-2020 23:02:52;Opiskelija_497;L08-T1
28-10-2020 09:28:29;Opiskelija_499;L08-T1
27-10-2020 15:45:23;Opiskelija_500;L08-T1
02-11-2020 19:53:59;Opiskelija_501;L08-T1
27-10-2020 15:29:44;Opiskelija_502;L08-T1
29-10-2020 18:54:29;Opiskelija_503;L08-T1
02-11-2020 23:31:32;Opiskelija_504;L08-T1
29-10-2020 21:21:17;Opiskelija_505;L08-T1
02-11-2020 21:08:06;Opiskelija_506;L08-T1
30-10-2020 16:15:11;Opiskelija_507;L08-T1
30-10-2020 13:35:03;Opiskelija_509;L08-T1
29-10-2020 14:37:29;Opiskelija_510;L08-T1
31-10-2020 19:32:13;Opiskelija_511;L08-T1
27-10-2020 16:43:37;Opiskelija_512;L08-T1
01-11-2020 21:58:45;Opiskelija_514;L08-T1
28-10-2020 17:20:25;Opiskelija_515;L08-T1
29-10-2020 14:39:58;Opiskelija_517;L08-T1
28-10-2020 14:36:57;Opiskelija_003;L08-T2
02-11-2020 21:19:59;Opiskelija_004;L08-T2
30-10-2020 14:26:46;Opiskelija_005;L08-T2
28-10-2020 11:40:16;Opiskelija_008;L08-T2
28-10-2020 15:23:30;Opiskelija_010;L08-T2
30-10-2020 12:41:50;Opiskelija_011;L08-T2
30-10-2020 14:20:49;Opiskelija_012;L08-T2
02-11-2020 18:36:07;Opiskelija_013;L08-T2
02-11-2020 15:14:22;Opiskelija_014;L08-T2
29-10-2020 13:04:27;Opiskelija_017;L08-T2
02-11-2020 22:12:51;Opiskelija_019;L08-T2
28-10-2020 14:01:15;Opiskelija_020;L08-T2
28-10-2020 16:21:45;Opiskelija_022;L08-T2
28-10-2020 21:59:49;Opiskelija_024;L08-T2
01-11-2020 00:05:36;Opiskelija_026;L08-T2
02-11-2020 20:58:04;Opiskelija_027;L08-T2
02-11-2020 22:45:52;Opiskelija_031;L08-T2
02-11-2020 18:01:53;Opiskelija_032;L08-T2
02-11-2020 17:09:22;Opiskelija_033;L08-T2
02-11-2020 22:49:21;Opiskelija_034;L08-T2
31-10-2020 09:26:33;Opiskelija_035;L08-T2
28-10-2020 17:40:53;Opiskelija_036;L08-T2
02-11-2020 15:49:42;Opiskelija_037;L08-T2
01-11-2020 16:52:06;Opiskelija_038;L08-T2
01-11-2020 16:15:25;Opiskelija_039;L08-T2
29-10-2020 21:00:54;Opiskelija_040;L08-T2
28-10-2020 21:31:04;Opiskelija_041;L08-T2
28-10-2020 16:57:09;Opiskelija_042;L08-T2
28-10-2020 16:53:16;Opiskelija_043;L08-T2
03-11-2020 04:35:05;Opiskelija_044;L08-T2
29-10-2020 09:48:36;Opiskelija_045;L08-T2
30-10-2020 23:02:25;Opiskelija_046;L08-T2
27-10-2020 17:53:36;Opiskelija_047;L08-T2
29-10-2020 19:14:50;Opiskelija_050;L08-T2
29-10-2020 21:34:14;Opiskelija_051;L08-T2
02-11-2020 12:08:43;Opiskelija_052;L08-T2
01-11-2020 21:36:44;Opiskelija_053;L08-T2
28-10-2020 23:03:19;Opiskelija_054;L08-T2
29-10-2020 19:15:06;Opiskelija_055;L08-T2
02-11-2020 13:36:24;Opiskelija_056;L08-T2
28-10-2020 20:09:46;Opiskelija_057;L08-T2
31-10-2020 10:09:19;Opiskelija_058;L08-T2
28-10-2020 17:05:02;Opiskelija_059;L08-T2
29-10-2020 22:02:46;Opiskelija_060;L08-T2
28-10-2020 16:00:49;Opiskelija_062;L08-T2
02-11-2020 12:09:02;Opiskelija_063;L08-T2
02-11-2020 21:53:38;Opiskelija_064;L08-T2
03-11-2020 00:14:18;Opiskelija_065;L08-T2
01-11-2020 19:15:10;Opiskelija_066;L08-T2
02-11-2020 13:05:41;Opiskelija_067;L08-T2
27-10-2020 18:26:46;Opiskelija_068;L08-T2
27-10-2020 18:57:40;Opiskelija_069;L08-T2
30-10-2020 16:15:00;Opiskelija_070;L08-T2
02-11-2020 21:15:39;Opiskelija_072;L08-T2
28-10-2020 19:39:21;Opiskelija_074;L08-T2
27-10-2020 15:12:43;Opiskelija_075;L08-T2
02-11-2020 18:08:37;Opiskelija_078;L08-T2
27-10-2020 18:58:53;Opiskelija_080;L08-T2
30-10-2020 10:21:09;Opiskelija_081;L08-T2
02-11-2020 14:27:32;Opiskelija_083;L08-T2
27-10-2020 18:25:50;Opiskelija_085;L08-T2
30-10-2020 01:06:22;Opiskelija_087;L08-T2
02-11-2020 13:03:14;Opiskelija_088;L08-T2
02-11-2020 19:12:59;Opiskelija_091;L08-T2
29-10-2020 18:16:11;Opiskelija_092;L08-T2
02-11-2020 20:12:30;Opiskelija_093;L08-T2
02-11-2020 21:28:35;Opiskelija_094;L08-T2
28-10-2020 17:08:07;Opiskelija_095;L08-T2
01-11-2020 22:13:39;Opiskelija_096;L08-T2
31-10-2020 19:45:50;Opiskelija_098;L08-T2
28-10-2020 15:35:18;Opiskelija_100;L08-T2
27-10-2020 21:33:21;Opiskelija_103;L08-T2
28-10-2020 13:11:14;Opiskelija_104;L08-T2
29-10-2020 19:01:41;Opiskelija_106;L08-T2
28-10-2020 15:02:52;Opiskelija_107;L08-T2
30-10-2020 12:42:39;Opiskelija_109;L08-T2
03-11-2020 03:51:01;Opiskelija_110;L08-T2
30-10-2020 00:49:55;Opiskelija_111;L08-T2
27-10-2020 21:31:42;Opiskelija_113;L08-T2
02-11-2020 19:28:28;Opiskelija_115;L08-T2
02-11-2020 15:04:59;Opiskelija_116;L08-T2
01-11-2020 01:12:27;Opiskelija_117;L08-T2
02-11-2020 17:24:10;Opiskelija_118;L08-T2
02-11-2020 21:26:02;Opiskelija_120;L08-T2
29-10-2020 14:09:37;Opiskelija_121;L08-T2
28-10-2020 09:24:55;Opiskelija_122;L08-T2
02-11-2020 21:48:52;Opiskelija_123;L08-T2
02-11-2020 19:02:31;Opiskelija_125;L08-T2
01-11-2020 16:12:03;Opiskelija_126;L08-T2
02-11-2020 23:35:40;Opiskelija_128;L08-T2
02-11-2020 13:24:12;Opiskelija_130;L08-T2
28-10-2020 14:04:10;Opiskelija_132;L08-T2
30-10-2020 16:55:36;Opiskelija_133;L08-T2
02-11-2020 20:51:36;Opiskelija_135;L08-T2
28-10-2020 10:39:06;Opiskelija_137;L08-T2
02-11-2020 13:32:44;Opiskelija_141;L08-T2
28-10-2020 17:50:10;Opiskelija_142;L08-T2
30-10-2020 17:04:52;Opiskelija_143;L08-T2
28-10-2020 13:41:47;Opiskelija_144;L08-T2
02-11-2020 12:14:44;Opiskelija_145;L08-T2
31-10-2020 18:31:23;Opiskelija_146;L08-T2
02-11-2020 15:09:49;Opiskelija_147;L08-T2
28-10-2020 09:20:38;Opiskelija_151;L08-T2
28-10-2020 15:57:03;Opiskelija_153;L08-T2
29-10-2020 14:58:16;Opiskelija_155;L08-T2
02-11-2020 13:26:29;Opiskelija_156;L08-T2
28-10-2020 09:34:35;Opiskelija_157;L08-T2
29-10-2020 19:59:05;Opiskelija_158;L08-T2
30-10-2020 15:21:04;Opiskelija_159;L08-T2
02-11-2020 15:50:37;Opiskelija_162;L08-T2
30-10-2020 17:08:19;Opiskelija_163;L08-T2
02-11-2020 10:03:28;Opiskelija_164;L08-T2
28-10-2020 17:24:55;Opiskelija_165;L08-T2
02-11-2020 14:01:23;Opiskelija_166;L08-T2
27-10-2020 14:38:07;Opiskelija_167;L08-T2
30-10-2020 11:51:21;Opiskelija_169;L08-T2
28-10-2020 11:20:49;Opiskelija_170;L08-T2
02-11-2020 15:42:05;Opiskelija_172;L08-T2
30-10-2020 23:54:45;Opiskelija_173;L08-T2
27-10-2020 17:45:53;Opiskelija_174;L08-T2
30-10-2020 17:07:31;Opiskelija_175;L08-T2
27-10-2020 13:49:56;Opiskelija_176;L08-T2
02-11-2020 19:07:04;Opiskelija_177;L08-T2
29-10-2020 15:04:26;Opiskelija_178;L08-T2
27-10-2020 16:35:04;Opiskelija_179;L08-T2
27-10-2020 22:42:43;Opiskelija_180;L08-T2
02-11-2020 23:14:01;Opiskelija_182;L08-T2
29-10-2020 10:18:21;Opiskelija_183;L08-T2
02-11-2020 23:54:37;Opiskelija_184;L08-T2
02-11-2020 23:43:00;Opiskelija_185;L08-T2
31-10-2020 14:40:24;Opiskelija_186;L08-T2
28-10-2020 19:04:17;Opiskelija_187;L08-T2
28-10-2020 20:15:56;Opiskelija_188;L08-T2
28-10-2020 00:18:57;Opiskelija_190;L08-T2
02-11-2020 17:27:45;Opiskelija_191;L08-T2
28-10-2020 13:13:44;Opiskelija_194;L08-T2
27-10-2020 19:26:17;Opiskelija_195;L08-T2
03-11-2020 02:42:48;Opiskelija_196;L08-T2
01-11-2020 22:33:52;Opiskelija_199;L08-T2
29-10-2020 12:57:54;Opiskelija_200;L08-T2
31-10-2020 13:45:30;Opiskelija_201;L08-T2
30-10-2020 12:58:53;Opiskelija_202;L08-T2
02-11-2020 15:01:56;Opiskelija_203;L08-T2
30-10-2020 14:56:27;Opiskelija_204;L08-T2
03-11-2020 05:52:50;Opiskelija_205;L08-T2
28-10-2020 17:06:29;Opiskelija_206;L08-T2
02-11-2020 23:13:26;Opiskelija_207;L08-T2
29-10-2020 10:34:51;Opiskelija_208;L08-T2
01-11-2020 10:09:15;Opiskelija_209;L08-T2
03-11-2020 02:29:57;Opiskelija_213;L08-T2
28-10-2020 16:52:50;Opiskelija_214;L08-T2
27-10-2020 15:38:00;Opiskelija_215;L08-T2
01-11-2020 14:41:03;Opiskelija_216;L08-T2
30-10-2020 10:34:27;Opiskelija_218;L08-T2
01-11-2020 12:45:30;Opiskelija_219;L08-T2
27-10-2020 20:22:08;Opiskelija_220;L08-T2
30-10-2020 12:10:05;Opiskelija_221;L08-T2
02-11-2020 14:51:05;Opiskelija_223;L08-T2
28-10-2020 23:33:03;Opiskelija_224;L08-T2
29-10-2020 08:57:17;Opiskelija_225;L08-T2
31-10-2020 15:32:07;Opiskelija_226;L08-T2
02-11-2020 22:36:42;Opiskelija_227;L08-T2
02-11-2020 17:25:55;Opiskelija_228;L08-T2
28-10-2020 15:48:15;Opiskelija_231;L08-T2
29-10-2020 17:02:57;Opiskelija_232;L08-T2
31-10-2020 22:31:02;Opiskelija_233;L08-T2
29-10-2020 18:16:36;Opiskelija_235;L08-T2
29-10-2020 20:22:46;Opiskelija_237;L08-T2
28-10-2020 12:13:55;Opiskelija_239;L08-T2
30-10-2020 12:01:08;Opiskelija_240;L08-T2
31-10-2020 18:19:34;Opiskelija_241;L08-T2
27-10-2020 16:30:27;Opiskelija_242;L08-T2
30-10-2020 18:43:57;Opiskelija_245;L08-T2
01-11-2020 12:15:30;Opiskelija_246;L08-T2
28-10-2020 19:54:38;Opiskelija_247;L08-T2
02-11-2020 21:55:37;Opiskelija_248;L08-T2
27-10-2020 14:18:29;Opiskelija_250;L08-T2
29-10-2020 13:24:55;Opiskelija_254;L08-T2
29-10-2020 15:21:21;Opiskelija_255;L08-T2
02-11-2020 18:54:15;Opiskelija_256;L08-T2
27-10-2020 16:21:33;Opiskelija_258;L08-T2
28-10-2020 00:23:14;Opiskelija_259;L08-T2
02-11-2020 15:17:37;Opiskelija_260;L08-T2
29-10-2020 17:01:33;Opiskelija_262;L08-T2
27-10-2020 22:21:16;Opiskelija_263;L08-T2
27-10-2020 14:19:12;Opiskelija_265;L08-T2
29-10-2020 16:23:07;Opiskelija_267;L08-T2
01-11-2020 19:39:29;Opiskelija_268;L08-T2
29-10-2020 13:57:50;Opiskelija_270;L08-T2
29-10-2020 22:44:05;Opiskelija_272;L08-T2
02-11-2020 17:31:22;Opiskelija_274;L08-T2
27-10-2020 17:21:44;Opiskelija_276;L08-T2
29-10-2020 17:23:14;Opiskelija_277;L08-T2
27-10-2020 12:32:28;Opiskelija_278;L08-T2
27-10-2020 18:10:57;Opiskelija_282;L08-T2
27-10-2020 16:34:42;Opiskelija_283;L08-T2
02-11-2020 15:20:01;Opiskelija_284;L08-T2
30-10-2020 19:07:46;Opiskelija_286;L08-T2
30-10-2020 13:58:58;Opiskelija_287;L08-T2
28-10-2020 17:33:23;Opiskelija_288;L08-T2
02-11-2020 21:00:05;Opiskelija_290;L08-T2
27-10-2020 15:49:38;Opiskelija_292;L08-T2
02-11-2020 12:03:26;Opiskelija_294;L08-T2
29-10-2020 08:46:06;Opiskelija_295;L08-T2
28-10-2020 16:44:50;Opiskelija_296;L08-T2
29-10-2020 20:46:16;Opiskelija_297;L08-T2
02-11-2020 12:53:20;Opiskelija_301;L08-T2
30-10-2020 20:31:42;Opiskelija_302;L08-T2
28-10-2020 09:13:54;Opiskelija_303;L08-T2
28-10-2020 15:06:27;Opiskelija_304;L08-T2
28-10-2020 09:49:35;Opiskelija_305;L08-T2
27-10-2020 15:26:22;Opiskelija_306;L08-T2
28-10-2020 12:20:03;Opiskelija_307;L08-T2
02-11-2020 13:18:22;Opiskelija_308;L08-T2
02-11-2020 22:06:20;Opiskelija_309;L08-T2
28-10-2020 18:17:27;Opiskelija_310;L08-T2
02-11-2020 22:58:50;Opiskelija_311;L08-T2
02-11-2020 19:41:57;Opiskelija_312;L08-T2
30-10-2020 13:04:21;Opiskelija_313;L08-T2
02-11-2020 20:24:06;Opiskelija_315;L08-T2
28-10-2020 10:50:00;Opiskelija_318;L08-T2
31-10-2020 17:26:59;Opiskelija_319;L08-T2
29-10-2020 13:26:15;Opiskelija_320;L08-T2
02-11-2020 10:42:08;Opiskelija_321;L08-T2
01-11-2020 11:06:27;Opiskelija_322;L08-T2
29-10-2020 09:03:25;Opiskelija_323;L08-T2
27-10-2020 14:59:22;Opiskelija_324;L08-T2
01-11-2020 20:31:43;Opiskelija_325;L08-T2
29-10-2020 15:15:08;Opiskelija_326;L08-T2
02-11-2020 16:25:45;Opiskelija_328;L08-T2
27-10-2020 18:38:33;Opiskelija_329;L08-T2
29-10-2020 20:18:14;Opiskelija_330;L08-T2
02-11-2020 19:22:59;Opiskelija_331;L08-T2
28-10-2020 12:23:55;Opiskelija_332;L08-T2
27-10-2020 18:10:55;Opiskelija_335;L08-T2
29-10-2020 13:55:30;Opiskelija_336;L08-T2
31-10-2020 22:36:36;Opiskelija_338;L08-T2
29-10-2020 15:20:37;Opiskelija_339;L08-T2
01-11-2020 18:43:01;Opiskelija_340;L08-T2
03-11-2020 01:11:16;Opiskelija_342;L08-T2
30-10-2020 14:14:15;Opiskelija_344;L08-T2
29-10-2020 10:21:13;Opiskelija_345;L08-T2
02-11-2020 20:00:07;Opiskelija_346;L08-T2
01-11-2020 22:49:17;Opiskelija_347;L08-T2
01-11-2020 20:10:23;Opiskelija_348;L08-T2
27-10-2020 18:08:56;Opiskelija_350;L08-T2
02-11-2020 21:52:19;Opiskelija_352;L08-T2
02-11-2020 16:11:11;Opiskelija_353;L08-T2
03-11-2020 00:40:04;Opiskelija_354;L08-T2
30-10-2020 18:13:50;Opiskelija_355;L08-T2
27-10-2020 17:53:15;Opiskelija_356;L08-T2
02-11-2020 18:07:00;Opiskelija_357;L08-T2
28-10-2020 12:25:37;Opiskelija_359;L08-T2
28-10-2020 11:19:39;Opiskelija_360;L08-T2
02-11-2020 19:14:39;Opiskelija_362;L08-T2
02-11-2020 21:24:37;Opiskelija_364;L08-T2
30-10-2020 19:21:36;Opiskelija_365;L08-T2
30-10-2020 09:36:49;Opiskelija_366;L08-T2
01-11-2020 12:56:54;Opiskelija_367;L08-T2
28-10-2020 18:59:49;Opiskelija_368;L08-T2
02-11-2020 18:08:40;Opiskelija_369;L08-T2
03-11-2020 03:36:52;Opiskelija_371;L08-T2
02-11-2020 13:58:23;Opiskelija_372;L08-T2
31-10-2020 20:05:04;Opiskelija_373;L08-T2
02-11-2020 13:15:31;Opiskelija_374;L08-T2
02-11-2020 12:38:19;Opiskelija_375;L08-T2
28-10-2020 16:18:35;Opiskelija_377;L08-T2
01-11-2020 15:30:34;Opiskelija_379;L08-T2
01-11-2020 18:36:18;Opiskelija_380;L08-T2
30-10-2020 21:59:37;Opiskelija_381;L08-T2
28-10-2020 18:30:31;Opiskelija_382;L08-T2
01-11-2020 17:57:09;Opiskelija_383;L08-T2
01-11-2020 14:35:42;Opiskelija_385;L08-T2
30-10-2020 08:39:59;Opiskelija_386;L08-T2
28-10-2020 20:41:47;Opiskelija_387;L08-T2
27-10-2020 19:19:08;Opiskelija_389;L08-T2
27-10-2020 17:54:03;Opiskelija_390;L08-T2
01-11-2020 22:47:42;Opiskelija_394;L08-T2
02-11-2020 11:08:48;Opiskelija_395;L08-T2
29-10-2020 17:17:23;Opiskelija_398;L08-T2
02-11-2020 16:01:00;Opiskelija_401;L08-T2
27-10-2020 16:26:28;Opiskelija_402;L08-T2
02-11-2020 23:15:42;Opiskelija_403;L08-T2
28-10-2020 13:35:58;Opiskelija_404;L08-T2
27-10-2020 18:14:27;Opiskelija_405;L08-T2
03-11-2020 00:03:17;Opiskelija_406;L08-T2
30-10-2020 17:53:23;Opiskelija_407;L08-T2
02-11-2020 03:43:09;Opiskelija_409;L08-T2
27-10-2020 11:29:25;Opiskelija_411;L08-T2
31-10-2020 18:33:40;Opiskelija_413;L08-T2
02-11-2020 18:19:51;Opiskelija_414;L08-T2
27-10-2020 19:09:10;Opiskelija_415;L08-T2
03-11-2020 00:03:32;Opiskelija_416;L08-T2
28-10-2020 11:23:12;Opiskelija_419;L08-T2
30-10-2020 12:16:15;Opiskelija_420;L08-T2
02-11-2020 20:11:12;Opiskelija_421;L08-T2
01-11-2020 17:43:48;Opiskelija_423;L08-T2
30-10-2020 17:30:02;Opiskelija_424;L08-T2
29-10-2020 15:49:17;Opiskelija_425;L08-T2
02-11-2020 12:50:47;Opiskelija_429;L08-T2
02-11-2020 16:50:34;Opiskelija_430;L08-T2
03-11-2020 02:16:14;Opiskelija_431;L08-T2
29-10-2020 13:28:14;Opiskelija_432;L08-T2
02-11-2020 21:24:35;Opiskelija_433;L08-T2
27-10-2020 18:20:49;Opiskelija_434;L08-T2
28-10-2020 11:43:39;Opiskelija_435;L08-T2
28-10-2020 11:37:34;Opiskelija_436;L08-T2
02-11-2020 15:10:32;Opiskelija_437;L08-T2
02-11-2020 21:34:36;Opiskelija_439;L08-T2
03-11-2020 02:18:25;Opiskelija_440;L08-T2
01-11-2020 16:58:25;Opiskelija_441;L08-T2
30-10-2020 11:51:48;Opiskelija_443;L08-T2
02-11-2020 11:57:41;Opiskelija_444;L08-T2
01-11-2020 15:00:57;Opiskelija_445;L08-T2
27-10-2020 17:36:52;Opiskelija_449;L08-T2
28-10-2020 15:22:43;Opiskelija_450;L08-T2
02-11-2020 21:08:31;Opiskelija_451;L08-T2
30-10-2020 12:11:24;Opiskelija_452;L08-T2
27-10-2020 16:38:23;Opiskelija_455;L08-T2
27-10-2020 14:01:57;Opiskelija_456;L08-T2
01-11-2020 12:34:57;Opiskelija_457;L08-T2
01-11-2020 15:12:39;Opiskelija_458;L08-T2
29-10-2020 10:33:01;Opiskelija_459;L08-T2
29-10-2020 09:11:58;Opiskelija_462;L08-T2
28-10-2020 19:30:18;Opiskelija_463;L08-T2
28-10-2020 16:33:49;Opiskelija_465;L08-T2
02-11-2020 13:24:49;Opiskelija_468;L08-T2
01-11-2020 17:12:28;Opiskelija_469;L08-T2
02-11-2020 19:36:59;Opiskelija_471;L08-T2
02-11-2020 23:52:09;Opiskelija_472;L08-T2
02-11-2020 15:16:18;Opiskelija_474;L08-T2
30-10-2020 15:39:08;Opiskelija_475;L08-T2
29-10-2020 19:51:36;Opiskelija_476;L08-T2
27-10-2020 16:56:18;Opiskelija_477;L08-T2
02-11-2020 23:23:50;Opiskelija_481;L08-T2
29-10-2020 21:49:22;Opiskelija_482;L08-T2
30-10-2020 12:55:54;Opiskelija_484;L08-T2
03-11-2020 01:01:36;Opiskelija_486;L08-T2
28-10-2020 14:44:49;Opiskelija_489;L08-T2
30-10-2020 00:18:26;Opiskelija_490;L08-T2
27-10-2020 22:09:28;Opiskelija_492;L08-T2
02-11-2020 18:37:01;Opiskelija_493;L08-T2
29-10-2020 14:11:22;Opiskelija_494;L08-T2
27-10-2020 23:16:20;Opiskelija_495;L08-T2
02-11-2020 18:10:49;Opiskelija_496;L08-T2
02-11-2020 23:34:57;Opiskelija_497;L08-T2
28-10-2020 11:10:24;Opiskelija_499;L08-T2
28-10-2020 14:56:02;Opiskelija_500;L08-T2
02-11-2020 19:58:18;Opiskelija_501;L08-T2
27-10-2020 17:34:30;Opiskelija_502;L08-T2
31-10-2020 13:42:37;Opiskelija_503;L08-T2
02-11-2020 19:04:58;Opiskelija_505;L08-T2
02-11-2020 22:38:46;Opiskelija_506;L08-T2
30-10-2020 18:44:01;Opiskelija_507;L08-T2
02-11-2020 13:26:36;Opiskelija_509;L08-T2
02-11-2020 15:34:24;Opiskelija_510;L08-T2
31-10-2020 21:35:31;Opiskelija_511;L08-T2
27-10-2020 21:22:12;Opiskelija_512;L08-T2
01-11-2020 22:03:38;Opiskelija_514;L08-T2
02-11-2020 18:43:14;Opiskelija_515;L08-T2
29-10-2020 23:34:19;Opiskelija_517;L08-T2
27-10-2020 18:32:13;Opiskelija_003;L08-T3
31-10-2020 10:14:36;Opiskelija_004;L08-T3
30-10-2020 15:17:24;Opiskelija_005;L08-T3
28-10-2020 11:41:48;Opiskelija_008;L08-T3
28-10-2020 16:39:27;Opiskelija_010;L08-T3
30-10-2020 13:16:14;Opiskelija_011;L08-T3
31-10-2020 19:59:44;Opiskelija_012;L08-T3
02-11-2020 18:31:54;Opiskelija_013;L08-T3
02-11-2020 17:51:16;Opiskelija_014;L08-T3
28-10-2020 17:39:20;Opiskelija_017;L08-T3
28-10-2020 20:12:59;Opiskelija_020;L08-T3
28-10-2020 18:52:44;Opiskelija_022;L08-T3
01-11-2020 15:12:23;Opiskelija_026;L08-T3
02-11-2020 23:47:37;Opiskelija_031;L08-T3
02-11-2020 19:39:29;Opiskelija_033;L08-T3
01-11-2020 10:03:32;Opiskelija_035;L08-T3
29-10-2020 22:47:27;Opiskelija_036;L08-T3
02-11-2020 17:39:52;Opiskelija_037;L08-T3
01-11-2020 21:34:15;Opiskelija_038;L08-T3
01-11-2020 17:18:49;Opiskelija_039;L08-T3
29-10-2020 21:42:43;Opiskelija_040;L08-T3
29-10-2020 12:21:07;Opiskelija_041;L08-T3
29-10-2020 10:13:29;Opiskelija_042;L08-T3
28-10-2020 17:29:49;Opiskelija_043;L08-T3
30-10-2020 12:04:12;Opiskelija_045;L08-T3
31-10-2020 17:17:58;Opiskelija_046;L08-T3
29-10-2020 14:38:04;Opiskelija_047;L08-T3
30-10-2020 01:54:09;Opiskelija_050;L08-T3
29-10-2020 23:13:14;Opiskelija_051;L08-T3
02-11-2020 22:26:52;Opiskelija_053;L08-T3
01-11-2020 15:25:59;Opiskelija_055;L08-T3
02-11-2020 17:12:52;Opiskelija_056;L08-T3
28-10-2020 21:20:47;Opiskelija_057;L08-T3
31-10-2020 12:03:54;Opiskelija_058;L08-T3
29-10-2020 11:14:03;Opiskelija_059;L08-T3
30-10-2020 11:26:38;Opiskelija_060;L08-T3
28-10-2020 16:43:59;Opiskelija_062;L08-T3
02-11-2020 21:15:52;Opiskelija_063;L08-T3
02-11-2020 21:54:18;Opiskelija_064;L08-T3
01-11-2020 20:57:01;Opiskelija_066;L08-T3
30-10-2020 18:12:14;Opiskelija_067;L08-T3
27-10-2020 19:44:05;Opiskelija_068;L08-T3
27-10-2020 18:58:37;Opiskelija_069;L08-T3
31-10-2020 12:51:30;Opiskelija_070;L08-T3
02-11-2020 22:20:31;Opiskelija_072;L08-T3
29-10-2020 15:04:19;Opiskelija_074;L08-T3
27-10-2020 16:12:04;Opiskelija_075;L08-T3
28-10-2020 16:14:30;Opiskelija_078;L08-T3
28-10-2020 17:45:11;Opiskelija_080;L08-T3
31-10-2020 19:05:01;Opiskelija_081;L08-T3
02-11-2020 15:05:26;Opiskelija_083;L08-T3
27-10-2020 19:43:38;Opiskelija_085;L08-T3
30-10-2020 14:29:52;Opiskelija_087;L08-T3
02-11-2020 13:33:00;Opiskelija_088;L08-T3
